mean_huber_loss,loss,mae_rg_nm,rmse_rg_nm,pearson_r,huber_delta_nm,n_sequences
0.130543468648423,0.130543468648423,0.6342501240875913,0.819255892805964,0.7835458126188891,0.25,137
