mean_huber_loss,loss,mae_rg_nm,rmse_rg_nm,pearson_r,huber_delta_nm,n_sequences
0.1283319471395913,0.1283319471395913,0.6231956510948906,0.8392172297059017,0.7396148428775284,0.25,137
