mean_huber_loss,loss,mae_rg_nm,rmse_rg_nm,pearson_r,huber_delta_nm,n_sequences
0.133193772845989,0.133193772845989,0.6446803722627737,0.8771228749451553,0.7132803089411486,0.25,137
